"ppgID","poemID","pageID"
83777,53355,148
83783,53360,149
83782,53359,149
83781,53358,149
362,2490,150
363,2491,150
364,2492,150
365,2493,151
366,2494,151
367,2495,151
368,2496,152
369,2497,152
370,2498,152
371,2499,153
372,2500,153
373,2501,153
374,2501,154
375,2502,154
83784,53361,154
83788,53364,155
83787,53363,155
83796,53369,157
83794,53369,156
83793,53368,156
83797,53370,157
83800,53372,158
83799,53372,157
83798,53371,157
83807,53379,160
83803,53375,158
83802,53374,158
83801,53373,158
390,2513,159
391,2514,159
83804,53376,159
83806,53378,160
83805,53377,160
83814,53383,162
83812,53383,161
83811,53382,161
83810,53381,161
83817,53386,162
83816,53385,162
83815,53384,162
83821,53388,164
83819,53387,163
83820,53388,163
83824,53391,164
83823,53390,164
83822,53389,164
408,2526,165
409,2533,165
410,2534,165
411,2534,166
412,2535,166
413,2536,166
414,2537,166
415,2537,167
416,2539,167
417,2540,167
83825,53392,167
83827,53393,168
83828,53394,168
421,2544,169
422,2547,169
423,2548,169
424,2549,170
425,2550,170
8264,6303,4064
427,2552,170
428,2552,171
429,2553,171
430,2554,171
431,2555,171
432,2555,172
433,2557,172
434,2558,172
435,2558,173
436,2559,173
437,2560,173
438,2561,173
439,2561,174
440,2663,174
441,2664,174
442,2665,175
443,2666,175
444,2667,175
445,2667,176
446,2668,177
447,2669,177
448,2670,177
449,2671,178
450,2672,178
451,2673,178
452,2673,179
453,2674,179
454,2675,179
455,2676,179
456,2676,180
457,2677,180
459,2683,180
460,2684,180
461,2684,181
462,2686,181
463,2687,181
464,2688,181
465,2688,182
466,2689,182
467,2690,182
468,2690,183
469,2691,183
470,2692,183
471,2694,183
472,2694,184
473,2696,184
474,2697,184
83832,53398,184
83836,53401,185
83835,53400,185
83834,53399,185
479,2711,186
480,2712,186
481,2713,186
482,2714,187
83837,53402,187
83843,53408,188
83847,53411,290
83846,53410,189
83845,53409,189
488,2718,190
489,2719,190
490,2723,191
491,2724,192
492,2724,193
493,2724,194
494,2724,195
495,2726,196
496,2727,196
497,2727,197
498,2735,190
499,2735,198
500,2738,198
501,2740,198
502,2740,199
503,2743,199
504,2744,199
505,2745,200
506,2748,200
507,2749,200
508,2749,201
509,2751,202
510,2751,203
511,2751,204
512,2751,205
513,2753,206
514,2754,206
515,2754,207
516,2757,207
517,2759,207
518,2759,208
519,2760,208
520,2760,209
521,2761,209
522,2762,210
523,2763,210
524,2763,211
525,2764,211
526,2764,212
527,2765,212
528,2766,212
529,2766,213
530,2766,214
531,2767,214
532,2767,215
533,2768,215
534,2769,215
535,2769,216
536,2770,216
537,2771,216
538,2772,217
539,2773,217
540,2774,217
541,2774,218
542,2775,218
543,2776,218
544,2777,218
545,2777,219
546,2831,201
547,2832,201
548,2833,220
549,2834,220
550,2835,220
551,2836,221
552,2837,221
553,2837,222
554,2838,222
555,2839,223
557,2840,225
558,2841,226
559,2842,219
560,2843,227
561,2843,228
562,2844,219
563,2843,229
564,2843,230
565,2844,231
566,2845,231
567,2846,232
568,2846,233
569,2847,234
570,2847,235
571,2847,236
572,2847,237
573,2847,238
574,2847,239
575,2847,240
582,2848,247
577,2847,242
578,2847,243
579,2847,244
580,2847,245
581,2847,246
583,2848,248
584,2848,249
585,2848,250
586,2850,251
587,2850,252
588,2851,253
589,2851,254
590,2852,255
591,2853,231
592,2853,256
593,2854,256
594,2854,257
595,2855,257
596,2856,255
597,2857,257
598,2857,258
599,2856,259
600,2858,258
601,2859,259
602,2860,260
603,2861,260
604,2862,260
605,2862,261
606,2862,262
607,2859,263
608,2863,262
609,2864,263
610,2865,262
611,2865,264
612,2866,264
613,2867,263
614,2866,265
615,2868,265
616,2869,265
617,2869,266
618,2870,266
619,2871,266
620,2872,267
621,2873,267
622,2874,267
623,2874,268
624,2875,268
625,2876,268
626,2877,269
3716,4743,1843
629,2878,270
630,2879,271
631,2880,272
632,2880,273
633,2881,273
634,2882,273
635,2883,274
637,2867,276
638,2867,277
639,2867,270
640,2878,278
641,2878,271
642,2884,222
643,2885,222
644,2885,279
645,2886,279
646,2887,279
647,2888,280
648,2889,280
649,2890,280
650,2890,283
651,2891,283
652,2892,283
653,2893,283
654,2893,284
655,2894,284
656,2895,284
657,2896,284
658,2896,285
659,2897,285
660,2898,285
661,2899,285
662,2899,286
663,2900,286
664,2901,286
665,2902,287
666,2903,287
667,2904,287
668,2904,288
669,2905,288
670,2906,288
671,2906,289
672,2907,289
673,2908,289
674,2909,289
675,2909,290
676,2910,290
677,2911,290
83850,53413,291
83849,53412,291
680,2934,269
681,2934,292
682,2935,292
683,2935,293
684,2936,293
685,2937,293
686,2937,294
39603,25169,294
688,2938,295
689,2938,296
690,2938,297
691,2939,297
692,2939,298
693,2940,298
694,2941,298
695,2942,299
696,2943,299
697,2943,300
698,2944,300
699,2945,300
700,2945,301
701,2946,301
702,2947,301
703,2947,302
704,2948,302
705,2949,302
706,2949,303
707,2950,303
708,2951,303
709,2951,304
710,2952,304
711,2952,305
712,2953,305
713,2954,305
714,2954,306
715,2955,306
716,2955,307
717,2955,308
718,2956,308
719,2956,309
720,2957,309
721,2958,309
722,2958,310
723,2959,310
724,2960,310
725,2960,311
726,2961,311
727,2962,311
728,2962,312
729,2963,312
730,2964,312
731,2964,313
732,2965,313
733,2966,313
734,2966,314
735,2967,314
736,2967,315
737,2968,315
738,2969,317
739,2970,317
740,2970,318
741,2971,318
742,2972,318
743,2972,319
744,2973,319
745,2974,319
746,2975,320
747,2976,321
748,2977,321
749,2978,321
750,2978,322
751,2979,322
752,2980,322
753,2980,323
756,2982,323
755,2981,323
757,2983,324
758,2984,325
759,2985,325
760,2985,326
761,2985,327
762,2986,327
763,2987,327
764,2987,328
765,2988,328
766,2989,328
767,2990,329
768,2991,329
769,2992,329
770,2992,330
771,2993,330
772,2993,331
773,2994,331
774,2995,331
775,2995,332
83854,53417,324
83853,53416,324
778,2998,332
83861,53421,376
780,2998,334
781,2999,334
782,3000,334
783,3000,335
784,3001,335
785,3001,336
786,3002,336
787,3002,337
788,3003,337
789,3004,337
790,3004,338
791,3005,338
792,3006,338
793,3006,339
794,3007,339
795,3008,339
796,3009,339
797,3009,340
798,3010,340
799,3011,340
800,3011,341
801,3012,341
804,3012,343
805,3014,343
806,3015,343
807,3015,344
808,3015,345
809,3016,346
810,3017,347
811,3018,348
812,3018,349
813,3018,350
814,3018,351
815,3019,352
816,3019,353
817,3019,354
818,3019,355
819,3019,356
820,3019,357
821,3019,358
822,3019,359
823,3019,360
824,3019,361
825,3019,362
826,3019,363
827,3019,364
828,3019,365
829,3019,366
830,3019,367
831,3019,368
832,3019,369
833,3020,370
834,3021,370
835,3021,371
836,3022,316
837,2883,373
838,2883,275
839,2883,282
840,2883,372
841,2883,374
842,3023,374
83859,53420,375
83860,53421,375
83865,53424,377
83869,53427,378
83868,53427,377
83867,53426,377
83858,53419,333
83857,53418,333
1115,3030,375
83872,53430,378
83871,53429,378
83870,53428,378
83878,53433,488
5747,5641,380
857,3035,380
5745,5642,381
859,3036,381
860,3037,381
5746,3034,371
862,3038,382
863,3039,382
864,3039,383
865,3040,383
866,3041,383
867,3041,384
868,3042,384
869,3043,384
870,3043,385
871,3044,385
872,3045,385
873,3045,386
874,3046,386
875,3047,386
876,3047,387
877,3048,387
878,3049,387
879,3050,388
880,3051,388
881,3051,389
882,3052,389
883,3053,389
884,3053,390
885,3054,390
886,3055,390
887,3055,391
888,3056,391
889,3057,391
890,3057,392
891,3058,392
892,3059,392
893,3059,393
894,3060,393
895,3061,393
896,3061,394
897,3062,394
898,3063,394
899,3063,395
900,3064,395
901,3065,395
902,3065,396
903,3066,396
904,3067,396
905,3068,397
906,3069,397
907,3069,398
908,3070,398
909,3071,398
910,3071,399
911,3072,399
912,3073,399
913,3073,400
914,3074,402
915,3075,402
916,3075,403
917,3076,403
918,3077,403
919,3077,404
920,3078,404
921,3079,404
922,3079,405
923,3080,405
924,3081,405
925,3081,406
926,3082,406
927,3083,406
928,3083,407
929,3084,407
931,3085,408
932,3086,408
934,3087,409
935,3088,409
936,3089,410
937,3090,410
938,3091,411
939,3092,411
940,3093,412
941,3094,412
942,3095,413
943,3096,413
944,3097,414
945,3098,414
946,3099,415
947,3100,415
948,3101,416
949,3102,416
950,3103,417
951,3104,417
952,3105,418
953,3106,418
954,3107,419
955,3108,419
956,3109,420
957,3110,420
958,3111,421
959,3112,421
960,3113,422
961,3114,422
962,3115,423
963,3116,423
964,3117,424
965,3117,425
966,3118,426
967,3119,426
968,3119,427
969,3120,427
970,3121,427
971,3121,428
972,3123,428
973,3124,428
974,3124,429
975,3126,429
976,3128,429
977,3128,430
978,3129,430
979,3130,430
980,3130,431
981,3131,431
982,3132,431
983,3132,432
984,3133,432
985,3134,432
986,3134,433
987,3135,433
988,3136,433
989,3136,434
990,3138,434
991,3140,434
992,3140,435
993,3141,435
994,3142,435
995,3142,436
996,3146,436
997,3147,436
998,3147,437
999,3148,437
1000,3148,438
1002,3151,439
1003,3152,439
1004,3155,440
1005,3157,440
1006,3158,441
1007,3160,441
1008,3161,442
1009,3162,442
1010,3165,443
1011,3167,443
1012,3167,444
1013,3167,445
1014,3172,445
1015,3173,445
1016,3173,446
1017,3174,446
1018,3175,446
1019,3175,447
1020,3178,449
1021,3179,449
1022,3179,450
1023,3181,450
1024,3183,450
1025,3185,450
1026,3185,451
1027,3187,451
1028,3188,451
1029,3189,452
1030,3191,452
1031,3192,452
1032,3192,453
1033,3194,453
1034,3195,453
1035,3196,453
1036,3196,454
1037,3197,454
1038,3199,454
1039,3199,455
1040,3200,455
1041,3201,455
1042,3201,456
1043,3203,456
1044,3204,456
1045,3205,456
1046,3205,457
1047,3206,457
1048,3208,457
1049,3023,459
1050,3219,459
1051,3220,458
1052,3221,458
1053,3222,458
1054,3222,460
1055,3223,460
1056,3224,460
1057,3225,460
1058,3225,461
1059,3226,461
1060,3227,461
1061,3228,462
1062,3229,462
1063,3230,462
1064,3230,463
1065,3231,463
1066,3232,463
1067,3233,463
1068,3233,464
1069,3234,464
1070,3235,464
1071,3236,465
1072,3237,465
1073,3238,465
1074,3238,466
1075,3239,466
1076,3240,466
1077,3241,466
1078,3241,467
1079,3242,467
1080,3243,467
1081,3244,468
1082,3244,469
1083,3245,470
1084,3246,470
1085,3246,471
1086,3247,471
1087,3248,471
1088,3249,471
1089,3249,472
1090,3250,472
1091,3251,472
1092,3252,473
1093,3253,473
1094,3254,473
1095,3254,474
1096,3255,474
1097,3256,475
1098,3257,475
1099,3258,475
1100,3258,476
1101,3259,476
1102,3259,477
1103,3260,477
1104,3261,477
1105,3262,478
1106,3263,478
1107,3264,479
1108,3265,479
1109,3266,479
1110,3266,480
1111,3267,480
1112,3267,481
1113,3268,481
1114,3269,481
83864,53424,376
83863,53423,376
83862,53422,376
83866,53425,377
83873,53430,379
1121,3273,483
1437,3466,649
1123,3274,483
1124,3275,484
1125,3276,484
1126,3277,485
1127,3278,485
1128,3279,485
1436,3466,485
1130,3280,345
1131,3280,487
1132,3281,487
1133,3282,487
83876,53433,379
83875,53432,379
83874,53431,379
83883,53436,516
1138,3286,489
1139,3287,489
1443,3474,650
1141,3288,490
39613,25178,491
39612,25177,491
1144,3290,492
1145,3290,493
1146,3291,493
39626,25190,504
83881,53436,488
39624,25188,503
39625,25189,504
1442,3472,650
1152,3294,496
1153,3294,498
1154,3295,498
1444,3474,652
1156,3296,498
1446,3475,653
1158,3298,501
1159,3299,501
1160,3299,502
1161,3300,502
1162,3301,502
1163,3302,502
1164,3302,503
1165,3303,503
39631,25195,506
39633,25196,508
1445,3474,653
39632,25196,506
39650,25212,11096
1171,3305,506
39637,25199,509
39636,25198,509
39648,25210,11095
39649,25211,11096
39651,25213,11096
1179,3307,513
1180,3307,514
1181,3308,514
1182,3309,507
1183,3310,514
1184,3311,514
1185,3311,515
83880,53435,488
1187,3313,515
83879,53434,488
83887,53440,36005
83886,53439,516
83885,53438,516
1192,3317,515
83884,53437,516
1194,3317,517
1195,3319,517
1196,3320,518
1197,3321,518
1198,3322,517
1199,3323,518
1200,3322,519
1201,3323,520
1202,3324,519
1203,3325,520
1204,3324,521
1205,3324,522
1206,3325,523
1207,3326,522
1208,3326,524
1209,3327,524
1210,3327,525
1211,3328,525
1212,3329,526
1213,3329,527
1214,3330,527
1215,3330,528
1217,3330,530
1218,3331,530
1219,3332,529
1220,3333,531
1221,3334,531
1222,3335,529
1223,3334,532
1224,3335,533
1225,3336,532
1226,3337,532
1227,3337,534
1228,3338,534
1229,3338,535
1230,3339,535
1231,3340,535
1232,3340,536
1233,3341,536
1234,3342,533
1235,3341,537
1236,3342,538
1237,3343,538
1238,3344,537
1239,3343,539
1240,3344,540
1241,3345,541
1242,3345,542
1243,3345,543
1244,3346,543
1245,3346,544
1246,3347,544
1247,3347,545
1248,3347,546
1249,3347,547
1250,3348,547
1251,3348,548
1252,3349,548
1253,3349,549
1254,3350,549
1255,3350,550
1256,3351,550
1257,3351,551
1258,3352,551
1259,3353,552
1260,3353,553
1261,3353,554
1262,3354,554
1263,3354,555
1264,3354,556
1265,3355,558
1266,3356,559
1267,3356,560
1268,3357,507
1269,3358,560
1270,3358,561
1271,3359,561
1272,3360,561
1273,3343,562
1274,3360,563
1275,3357,564
1276,3361,562
1277,3362,563
1278,3361,567
1279,3362,568
1280,3363,568
1281,3364,569
1282,3364,570
1283,3365,570
1284,3365,571
1285,3366,571
1449,3357,656
1287,3368,571
1288,3369,573
1289,3370,573
1290,3371,573
1291,3371,574
1292,3372,574
1293,3372,575
1452,3479,657
1295,3374,575
1296,3374,577
1297,3375,577
1298,3375,578
1299,3376,578
1300,3377,578
1301,3377,579
1451,3478,657
1303,3379,579
1453,3480,657
1305,3379,581
1306,3380,581
1307,3381,582
146703,90808,75902
1309,3382,585
1310,3383,581
1311,3383,586
1312,3382,587
1313,3382,588
1314,3384,586
1344,3397,602
1316,3382,590
1317,3382,591
1456,3481,659
1319,3386,586
1320,3386,592
1455,3480,659
1461,3483,662
1323,3388,592
1325,3388,594
1460,3483,661
1327,3389,594
1328,3389,598
1447,3477,653
1330,3389,600
1331,3391,596
1332,3392,600
1333,3393,600
1440,3472,649
1335,3395,600
1336,3391,601
1337,3395,602
1338,3391,603
1339,3391,604
1341,3391,607
1342,3391,608
1343,3396,609
1345,3398,602
1346,3398,610
1391,3430,567
1348,3400,611
1349,3401,612
1462,3483,663
1351,3403,612
1352,3403,613
1353,3404,613
1354,3404,615
1355,3405,615
1356,3406,615
1465,3485,664
1358,3407,615
1359,3407,618
1360,3407,619
1361,3407,620
1362,3408,617
1363,3409,620
1364,3409,621
1365,3410,622
1366,3411,617
1367,3412,622
1368,3413,622
1369,3414,617
1370,3413,623
1371,3415,623
2076,3794,1038
1373,3417,623
1374,3418,625
1375,3419,626
1376,3420,625
1377,3420,627
1378,3421,627
1379,3421,628
1380,3422,628
1381,3423,628
1382,3423,629
1383,3424,626
1384,3425,629
1385,3426,629
1386,3426,630
2095,3806,1046
11536,6953,5872
1459,3483,660
1392,3431,567
1393,3432,636
1394,3433,636
1395,3434,636
1396,3435,636
1397,3435,637
1398,3436,637
1399,3437,637
1401,3437,638
1402,3438,638
1403,3439,638
1404,3439,639
1405,3440,639
1406,3441,639
1407,3442,639
1408,3442,640
1409,3443,640
1410,3444,640
1411,3444,641
1412,3445,641
1413,3446,641
1414,3447,642
1415,3448,642
1416,3449,642
1417,3450,643
1418,3451,643
1419,3452,643
1420,3452,644
1421,3453,644
1422,3454,644
1423,3455,644
1424,3455,645
1425,3456,645
1426,3456,646
1427,3457,646
1428,3458,646
1429,3458,647
1430,3459,647
1431,3460,647
1432,3461,647
1433,3461,648
1448,3357,655
1450,3478,656
1454,3480,658
1457,3482,654
1458,3483,659
1463,3484,663
1464,3485,663
1466,3482,665
1467,3396,666
1468,3396,667
1469,3396,668
1470,3396,669
1471,3396,670
1472,3396,671
1473,3487,666
1474,3487,672
1475,3487,673
1476,3487,674
1477,3487,675
1478,3487,676
1479,3487,677
1480,3487,678
1481,3487,679
1482,3487,680
1483,3487,681
1484,3487,682
1485,3487,683
1486,3487,684
1487,3487,685
1488,3487,686
1489,3487,687
1490,3487,688
1491,3487,689
1492,3487,690
1493,3487,691
1494,3487,692
1495,3487,693
1496,3487,694
1497,3487,695
1498,3487,696
1499,3487,697
1500,3487,698
1501,3487,699
1502,3487,700
1503,3487,701
1504,3487,702
1505,3487,703
1506,3487,704
1507,3487,705
1508,3487,706
1509,3487,707
1510,3487,708
1511,3488,709
1512,3488,710
1513,3488,711
1514,3488,712
1515,3488,713
1516,3488,714
1517,3488,715
1518,3488,716
1519,3488,717
1520,3488,718
1521,3488,719
1522,3488,720
1523,3488,721
1524,3488,722
1525,3488,723
1526,3488,724
1527,3488,725
1528,3488,726
1529,3488,727
1530,3488,728
1531,3488,729
1532,3488,730
1533,3488,731
1534,3488,732
1535,3488,733
1536,3488,734
1537,3488,735
1538,3488,736
1539,3488,737
1540,3488,738
1541,3488,739
1542,3488,740
1543,3488,741
1544,3488,742
1545,3488,743
1546,3488,744
1547,3488,745
1548,3488,746
1549,3489,747
1550,3490,749
11535,6952,5872
1552,3492,751
1553,3493,751
1554,3493,752
1555,3494,752
1556,3495,752
1557,3495,753
1558,3496,648
1559,3497,648
1560,3497,754
1561,3498,754
1562,3499,754
1563,3500,754
1564,3500,755
1565,3501,755
1566,3502,755
1567,3503,756
1568,3504,756
1569,3505,756
1570,3505,758
1571,3506,757
1572,3507,758
1573,3508,757
1574,3508,759
1575,3509,759
1576,3510,759
1577,3510,760
1578,3511,760
1579,3512,760
1580,3512,761
1581,3513,761
1582,3514,761
1583,3514,762
1584,3515,762
1585,3516,762
1586,3517,762
1587,3517,763
1588,3518,763
1589,3519,763
1590,3519,764
1591,3520,764
1592,3521,765
1593,3522,766
11534,6952,5871
11533,6951,5871
1596,3525,758
1597,3525,769
1598,3526,769
1599,3520,770
1600,3527,769
1601,3528,770
1602,3527,771
1603,3529,771
1604,3530,771
1605,3531,772
1606,3532,772
1607,3533,772
1608,3533,773
1609,3534,773
1610,3535,773
1611,3535,774
1612,3536,774
1613,3536,775
1614,3536,776
1615,3537,776
1616,3538,777
1617,3539,777
1619,3539,778
1620,3540,778
1621,3540,779
1622,3541,779
1623,3542,779
1624,3543,779
1625,3544,780
1626,3545,780
1627,3546,780
1628,3546,781
1629,3547,770
1631,3548,783
1632,3548,782
1633,3549,785
1634,3549,786
1635,3549,787
1636,3549,788
1637,3549,789
1638,3549,790
1639,3549,791
1640,3549,792
1641,3550,793
1642,3551,794
1643,3552,795
1878,3695,941
1700,3587,823
1698,3587,822
1647,3555,798
1648,3555,799
1649,3556,802
1650,3556,803
1651,3557,804
1652,3558,781
1653,3559,805
2039,3776,1013
2179,3870,806
1656,3562,805
2211,3640,886
1658,3563,805
1659,3563,808
2224,3878,807
2223,3877,807
2228,3880,482
2227,3879,810
2226,3879,809
2471,4036,810
2474,4037,812
2473,4037,811
2476,4038,813
2475,4038,812
2482,4067,1188
2481,4067,1124
1764,3623,856
1673,3571,808
1674,3572,808
1675,3572,816
1676,3573,816
1677,3574,816
1678,3575,817
1763,3623,855
1680,3576,817
1766,3625,859
1682,3578,783
1683,3580,817
1684,3579,783
1685,3580,819
1686,3581,819
1687,3582,819
1688,3579,820
1689,3582,821
1690,3583,821
1691,3584,820
1692,3585,820
1693,3585,822
1879,3695,942
1880,3553,795
1696,3586,822
1881,3553,904
1701,3588,823
1702,3589,823
1703,3589,824
1704,3590,824
1705,3591,825
1706,3592,825
1707,3592,826
1708,3593,826
1709,3594,826
1710,3594,827
1711,3595,827
1712,3596,827
1713,3596,828
1714,3597,828
1715,3598,829
1716,3598,830
1717,3598,831
1718,3598,832
1719,3599,832
1720,3600,832
1721,3600,833
1722,3600,834
1723,3601,834
1724,3601,835
1725,3602,835
1726,3602,836
1727,3602,837
1728,3603,837
1729,3603,838
1730,3604,838
1731,3605,839
1732,3606,839
1733,3607,839
1734,3607,840
1735,3608,840
1736,3609,841
1737,3610,841
1738,3610,842
1739,3611,842
1740,3611,843
1741,3612,843
1742,3612,844
1743,3613,844
1744,3614,844
1745,3614,845
1746,3614,846
1747,3615,846
1748,3615,847
1749,3615,848
1750,3616,848
1751,3617,848
1752,3618,849
1753,3619,849
1754,3620,849
1755,3620,850
1756,3620,851
1757,3621,851
1758,3621,852
1759,3622,852
1760,3623,852
1761,3623,853
1762,3623,854
1767,3626,859
1768,3626,860
1769,3627,861
1770,3627,862
2037,3775,1012
1935,3719,869
1934,3718,961
2040,3778,1014
2192,3875,867
2193,3876,867
1777,3633,868
1932,3717,960
1931,3717,959
2050,3783,1019
2064,3788,1029
2199,3866,876
2201,3868,876
2175,3866,874
2225,3878,809
2207,3868,1075
1787,3639,880
1788,3639,881
1789,3640,882
1790,3640,883
1791,3641,888
1792,3641,889
1793,3642,892
1794,3642,893
1795,3643,898
1796,3643,899
1797,3644,906
1798,3644,907
1933,3718,960
1930,3716,959
1801,3646,909
1802,3647,909
1803,3648,910
1804,3649,910
1805,3650,910
1806,3650,911
1807,3651,911
1808,3652,911
1809,3652,912
1810,3653,912
1811,3654,912
1812,3654,913
1813,3655,913
1814,3656,914
1815,3657,914
1816,3657,915
1817,3658,915
1818,3659,915
1819,3659,916
1820,3660,916
1821,3661,916
1822,3661,917
1823,3662,917
1824,3663,917
1825,3664,918
1826,3665,918
1827,3666,919
1828,3667,919
1829,3668,919
1830,3668,920
1831,3669,920
1832,3670,920
1833,3670,921
1834,3671,921
1835,3672,921
1836,3672,922
1837,3673,922
1838,3674,922
1839,3674,923
1840,3675,923
1841,3676,923
1842,3676,924
1843,3677,924
9623,6687,2119
1845,3678,925
1846,3679,925
1847,3679,926
1848,3680,856
1849,3680,927
1850,3681,927
1851,3681,928
1852,3682,928
1853,3682,929
1854,3682,930
1855,3683,930
1856,3683,931
1857,3684,931
1858,3684,932
1859,3684,933
1860,3685,933
1861,3686,933
1862,3686,934
1863,3686,935
1864,3687,935
1865,3688,935
1866,3689,935
1867,3689,936
1868,3690,936
1869,3691,936
1870,3691,937
1871,3692,937
1872,3693,937
1873,3693,938
1874,3694,938
1875,3694,939
1876,3694,940
1877,3695,940
1882,3553,797
1883,3553,798
1884,3696,942
1885,3697,942
1886,3697,943
1887,3697,944
1888,3698,944
1889,3699,944
1890,3699,945
1891,3700,945
1892,3701,945
1893,3555,800
1894,3555,802
1897,3555,947
1896,3702,946
1898,3703,948
1899,3556,804
1900,3704,948
1901,3704,949
1902,3705,949
1903,3705,950
1904,3706,950
1905,3707,951
1906,3707,952
1907,3708,952
1908,3709,952
1909,3709,953
1910,3557,905
1915,3711,955
1912,3710,953
1913,3710,954
1914,3710,955
2038,3776,1005
1917,3712,955
1918,3712,956
2480,4066,1124
1920,3626,861
1921,3713,956
1922,3627,863
1923,3627,864
1924,3713,957
2036,3775,864
1926,3714,957
1928,3714,958
1929,3715,958
1936,3720,961
1937,3720,962
1938,3721,962
1939,3721,963
1940,3721,964
1941,3721,965
1942,3722,965
1943,3722,966
1944,3723,966
1945,3724,966
1946,3725,966
1947,3725,967
1948,3726,967
1949,3726,968
1950,3727,968
1951,3727,969
1952,3728,970
1953,3728,971
1954,3729,971
1955,3729,972
