"swpID","subworkID","poemID"
171,0,2197
172,0,2198
173,0,2199
174,0,2200
175,0,2204
176,0,2205
177,0,2206
178,0,2207
179,0,2208
12052,214,15792
181,0,2449
182,0,2451
183,0,2452
184,0,2453
185,0,2454
186,0,2455
187,0,2456
188,0,2457
189,0,2458
190,0,2459
191,0,2460
192,0,2461
193,0,2462
194,0,2463
195,0,2464
196,0,2465
197,0,2466
198,0,2467
199,0,2468
12051,214,15781
201,0,2470
202,0,2471
203,0,2472
204,0,2473
205,0,2474
206,0,2475
207,0,2476
208,0,2477
209,0,2478
210,0,2479
211,0,2480
212,0,2481
213,0,2482
214,0,2483
215,0,2484
216,0,2485
217,0,2486
218,0,2487
219,0,2488
220,0,2489
221,0,2490
222,0,2491
223,0,2492
224,0,2493
225,0,2494
226,0,2495
227,0,2496
228,0,2497
229,0,2498
230,0,2499
231,0,2500
232,0,2501
233,0,2502
234,0,2503
235,0,2504
236,0,2505
237,0,2506
238,0,2507
239,0,2508
240,0,2509
241,0,2510
242,0,2511
243,0,2512
244,0,2513
245,0,2514
246,0,2515
247,0,2516
248,0,2517
249,0,2518
250,0,2519
251,0,2520
252,0,2521
253,0,2522
254,0,2523
255,0,2524
256,0,2525
257,0,2526
258,0,2002
259,0,2533
260,0,2534
261,0,2535
262,0,2536
263,0,2537
264,0,2539
265,0,2540
266,0,2541
267,0,2543
268,0,2547
269,0,2548
270,0,2549
271,0,2550
12050,214,15776
273,0,2552
274,0,2553
275,0,2554
276,0,2555
277,0,2557
278,0,2558
279,0,2559
280,0,2560
282,0,2561
283,0,2663
284,0,2664
285,0,2665
286,0,2666
287,0,2667
288,0,2668
289,0,2669
290,0,2670
291,0,2671
292,0,2672
293,0,2673
294,0,2674
295,0,2675
296,0,2676
297,0,2677
298,0,2683
299,0,2684
300,0,2686
301,0,2687
302,0,2688
303,0,2689
304,0,2690
305,0,2691
306,0,2692
307,0,2694
308,0,2696
309,0,2697
310,0,2698
311,0,2699
312,0,2700
313,0,2711
314,0,2712
315,0,2713
316,0,2714
317,0,2715
318,0,2716
319,0,2717
320,0,2718
321,0,2719
322,0,2723
1884,0,2724
1885,0,2726
1886,0,2727
326,0,2738
327,0,2740
328,0,2743
329,0,2744
330,0,2748
331,0,2749
1892,0,2754
333,0,2757
1893,0,2759
1895,0,2760
336,0,2761
1896,0,2763
1897,0,2764
339,0,2765
1899,0,2766
1900,0,2767
342,0,2768
1903,0,2769
344,0,2770
345,0,2771
346,0,2773
1904,0,2774
348,0,2775
349,0,2776
1905,0,2777
351,0,2831
352,0,2832
353,0,2833
354,0,2834
355,0,2835
356,0,2836
357,0,2837
358,0,2838
12284,0,2839
360,0,2840
361,0,2841
362,0,2842
1731,0,2843
1906,0,2844
365,0,2845
1733,0,2846
1745,0,2847
1749,0,2848
1907,0,2853
1908,0,2854
371,0,2855
1755,0,2856
1909,0,2857
374,0,2858
1756,0,2859
376,0,2861
1913,0,2862
378,0,2863
379,0,2864
1914,0,2865
1915,0,2866
1760,0,2867
383,0,2868
1917,0,2869
385,0,2870
386,0,2871
387,0,2873
1919,0,2874
389,0,2875
390,0,2876
391,0,2877
1762,0,2878
393,0,2879
1766,0,2880
395,0,2881
396,0,2882
1770,0,2883
399,0,2884
400,0,2885
401,0,2886
402,0,2887
403,0,2888
404,0,2889
405,0,2890
406,0,2891
407,0,2892
408,0,2893
409,0,2894
410,0,2895
411,0,2896
412,0,2897
413,0,2898
414,0,2899
415,0,2900
416,0,2901
417,0,2902
418,0,2903
419,0,2904
420,0,2905
421,0,2906
422,0,2907
423,0,2908
424,0,2909
425,0,2910
426,0,2911
427,0,2912
1920,0,2934
1922,0,2935
430,0,2936
1924,0,2937
1926,0,2938
1928,0,2939
434,0,2940
435,0,2941
1929,0,2943
437,0,2944
1930,0,2945
439,0,2946
1931,0,2947
441,0,2948
1932,0,2949
443,0,2950
1933,0,2951
1934,0,2952
446,0,2953
1935,0,2954
1937,0,2955
1939,0,2956
450,0,2957
1940,0,2958
452,0,2959
1941,0,2960
454,0,2961
1942,0,2962
456,0,2963
1944,0,2964
458,0,2965
1945,0,2966
1946,0,2967
461,0,2968
1948,0,2970
463,0,2971
1950,0,2972
465,0,2973
466,0,2974
467,0,2977
1951,0,2978
469,0,2979
1952,0,2980
471,0,2981
472,0,2982
473,0,2983
1956,0,2985
475,0,2986
1958,0,2987
477,0,2988
478,0,2989
479,0,2991
1959,0,2992
1960,0,2993
482,0,2994
1961,0,2995
484,0,2996
485,0,2997
1962,0,2998
487,0,2999
1963,0,3000
1964,0,3001
1965,0,3002
491,0,3003
1966,0,3004
494,0,3005
1967,0,3006
496,0,3007
497,0,3008
1969,0,3009
499,0,3010
1970,0,3011
1971,0,3012
12049,214,15775
503,0,3014
1973,0,3015
12288,0,3016
507,0,3017
508,0,3018
509,0,3019
511,0,3020
512,0,3021
513,0,3022
1771,0,3023
520,0,3024
521,0,3025
522,0,3026
523,0,3027
524,0,3028
525,0,3029
526,0,3030
527,0,3031
528,0,3032
529,0,3033
530,0,3034
531,0,3035
532,0,3036
536,0,3037
537,0,3038
538,0,3039
539,0,3040
540,0,3041
541,0,3042
542,0,3043
543,0,3044
544,0,3045
545,0,3046
546,0,3047
547,0,3048
548,0,3049
549,0,3050
550,0,3051
551,0,3052
553,0,3053
554,0,3054
555,0,3055
556,0,3056
557,0,3057
558,0,3058
559,0,3059
560,0,3060
561,0,3061
562,0,3062
563,0,3063
564,0,3064
565,0,3065
566,0,3066
568,0,3067
569,0,3068
570,0,3069
571,0,3070
572,0,3071
573,0,3072
3700,0,3073
575,0,3074
576,0,3075
577,0,3076
578,0,3077
579,0,3078
580,0,3079
581,0,3080
582,0,3081
583,0,3082
584,0,3083
585,0,3084
586,0,3085
587,0,3086
588,0,3087
589,0,3088
590,0,3089
591,0,3090
592,0,3091
593,0,3092
594,0,3093
595,0,3094
596,0,3095
597,0,3096
598,0,3097
599,0,3098
600,0,3099
601,0,3100
602,0,3101
603,0,3102
604,0,3103
605,0,3104
606,0,3105
607,0,3106
608,0,3107
609,0,3108
610,0,3109
611,0,3110
612,0,3111
613,0,3112
614,0,3113
615,0,3114
616,0,3115
617,0,3116
618,0,3117
619,0,3118
620,0,3119
621,0,3120
622,0,3121
623,0,3123
624,0,3124
625,0,3126
626,0,3128
627,0,3129
628,0,3130
629,0,3131
630,0,3132
631,0,3133
632,0,3134
633,0,3135
634,0,3136
635,0,3138
636,0,3140
637,0,3141
638,0,3142
639,0,3146
640,0,3147
641,0,3148
642,0,3151
643,0,3152
644,0,3155
645,0,3157
646,0,3158
647,0,3160
648,0,3161
649,0,3162
650,0,3165
651,0,3167
652,0,3172
653,0,3173
654,0,3174
655,0,3175
656,0,3178
657,0,3179
658,0,3181
659,0,3183
660,0,3185
661,0,3187
662,0,3188
663,0,3189
664,0,3191
665,0,3192
666,0,3194
667,0,3195
668,0,3196
669,0,3197
670,0,3199
671,0,3200
672,0,3201
673,0,3203
674,0,3204
675,0,3205
676,0,3206
677,0,3208
678,0,3219
679,0,3220
680,0,3221
681,0,3222
682,0,3223
683,0,3224
684,0,3225
685,0,3226
686,0,3227
687,0,3228
688,0,3229
689,0,3230
690,0,3231
691,0,3232
692,0,3233
693,0,3234
694,0,3235
695,0,3236
696,0,3237
697,0,3238
698,0,3239
699,0,3240
700,0,3241
701,0,3242
702,0,3243
703,0,3244
704,0,3245
705,0,3246
706,0,3247
707,0,3248
708,0,3249
709,0,3250
710,0,3251
711,0,3252
712,0,3253
713,0,3254
714,0,3255
715,0,3256
716,0,3257
717,0,3258
718,0,3259
719,0,3260
720,0,3261
721,0,3262
722,0,3263
723,0,3264
724,0,3265
725,0,3266
726,0,3267
727,0,3268
728,0,3269
729,0,3270
730,0,3271
731,0,3272
1772,0,3273
733,0,3274
1774,0,3275
735,0,3276
736,0,3277
910,0,3278
747,0,3279
1974,0,3280
742,0,3281
743,0,3282
744,0,3283
745,0,3284
746,0,3285
748,0,3287
12048,213,15763
1979,0,3290
1983,0,3291
752,0,3292
12047,213,15735
1986,0,3294
755,0,3295
756,0,3296
12046,213,15730
1988,0,3299
759,0,3300
761,0,3301
1989,0,3302
1992,0,3303
12045,213,15729
1994,0,3305
1999,0,3306
2000,0,3307
769,0,3308
1779,0,3309
771,0,3310
2001,0,3311
773,0,3312
774,0,3313
775,0,3314
776,0,3315
777,0,3316
2002,0,3317
779,0,3318
780,0,3319
781,0,3321
2004,0,3322
783,0,3323
2006,0,3324
785,0,3325
2007,0,3326
2009,0,3327
788,0,3328
2013,0,3330
790,0,3331
791,0,3332
2014,0,3334
793,0,3335
794,0,3336
2015,0,3337
2016,0,3338
797,0,3339
2017,0,3340
2018,0,3341
800,0,3342
1794,0,3343
2020,0,3344
2024,0,3346
2027,0,3347
2028,0,3348
2030,0,3349
2032,0,3350
2034,0,3351
809,0,3352
2040,0,3354
1783,0,3357
2042,0,3358
813,0,3359
2043,0,3360
815,0,3361
2045,0,3362
817,0,3363
2048,0,3365
819,0,3366
12044,213,15727
821,0,3368
822,0,3370
2049,0,3371
2051,0,3372
12043,211,15603
2052,0,3374
2053,0,3375
828,0,3376
2054,0,3377
12042,211,15602
2055,0,3379
832,0,3380
833,0,3381
2634,0,3382
2056,0,3383
836,0,3384
12041,210,15371
2057,0,3386
12036,209,15181
2058,0,3388
2061,0,3389
11669,0,21438
844,0,3391
845,0,3392
846,0,3393
11685,119,25252
2062,0,3395
849,0,3397
2067,0,3398
12040,210,15357
12039,210,15344
2068,0,3403
2069,0,3404
855,0,3405
856,0,3406
2073,0,3407
1800,0,3408
2076,0,3409
860,0,3411
861,0,3412
2079,0,3413
1801,0,3414
864,0,3415
12038,210,15343
866,0,3417
1802,0,3419
2080,0,3420
2082,0,3421
870,0,3422
2083,0,3423
1803,0,3424
873,0,3425
2084,0,3426
12037,209,15335
5195,0,6951
12035,208,15175
879,0,3430
880,0,3431
881,0,3432
882,0,3433
883,0,3434
884,0,3435
885,0,3436
886,0,3437
887,0,3438
888,0,3439
889,0,3440
890,0,3441
891,0,3442
892,0,3443
893,0,3444
894,0,3445
895,0,3446
896,0,3447
897,0,3448
898,0,3449
899,0,3451
900,0,3452
901,0,3453
902,0,3454
903,0,3455
904,0,3456
905,0,3457
906,0,3458
907,0,3459
908,0,3460
909,0,3461
12034,208,15159
12033,208,15132
1776,0,3466
12032,208,15125
918,0,3472
12031,208,15122
1778,0,3474
922,0,3475
923,0,3477
1784,0,3478
925,0,3479
1786,0,3480
927,0,3481
935,0,3482
1799,0,3483
932,0,3484
934,0,3485
936,0,3487
937,0,3488
12287,0,3489
939,0,3490
10793,46,18842
941,0,3492
942,0,3493
943,0,3494
944,0,3495
945,0,3496
946,0,3497
947,0,3498
948,0,3499
949,0,3500
950,0,3501
951,0,3502
952,0,3503
953,0,3504
954,0,3505
955,0,3506
956,0,3507
958,0,3508
959,0,3509
960,0,3510
961,0,3511
962,0,3512
963,0,3513
964,0,3515
965,0,3518
966,0,3520
12289,0,3521
10792,0,3522
10794,46,18843
10795,46,18844
971,0,3525
972,0,3526
973,0,3527
974,0,3528
975,0,3529
976,0,3530
977,0,3531
978,0,3532
979,0,3533
980,0,3534
981,0,3535
982,0,3536
983,0,3537
984,0,3538
985,0,3539
986,0,3540
987,0,3541
988,0,3542
989,0,3543
990,0,3544
991,0,3545
992,0,3546
993,0,3547
994,0,3549
995,0,3550
996,0,3551
997,0,3552
1131,0,3553
12030,207,15095
1000,0,3555
1001,0,3556
1002,0,3557
1003,0,3558
1004,0,3559
12029,207,15090
1006,0,3562
1007,0,3563
12028,207,15088
12027,207,15087
12026,206,15076
12025,206,15071
12024,206,14964
12023,206,14945
12022,206,14944
1015,0,3571
1016,0,3572
1017,0,3573
1018,0,3574
1019,0,3575
1020,0,3576
12021,206,14942
1022,0,3580
1023,0,3581
1024,0,3582
1025,0,3583
1026,0,3584
1027,0,3585
1028,0,3586
1029,0,3587
1030,0,3588
1031,0,3589
1032,0,3590
1033,0,3592
1034,0,3593
1035,0,3594
1036,0,3595
1037,0,3596
1038,0,3597
1039,0,3599
2090,0,3600
2091,0,3601
2094,0,3602
2096,0,3603
1044,0,3604
1045,0,3606
2099,0,3607
1047,0,3608
2100,0,3610
2101,0,3611
2103,0,3612
1051,0,3613
2105,0,3614
2110,0,3615
1054,0,3616
1055,0,3617
1056,0,3619
2112,0,3620
2114,0,3621
1059,0,3622
2119,0,3623
12020,206,14936
1063,0,3625
1064,0,3626
1065,0,3627
12007,0,29991
12019,206,14932
12018,206,14926
1070,0,3633
12017,206,14894
12015,134,8812
12014,212,15626
12013,0,29995
1075,0,3639
1076,0,3640
1077,0,3641
1078,0,3642
1079,0,3643
1080,0,3644
12008,0,29994
1082,0,3646
1083,0,3647
1084,0,3648
1085,0,3649
1086,0,3650
1087,0,3651
1088,0,3652
1089,0,3653
1090,0,3654
1091,0,3655
1092,0,3657
1093,0,3658
1094,0,3659
1095,0,3660
1096,0,3661
1097,0,3662
1098,0,3663
1099,0,3665
1100,0,3667
1101,0,3668
1102,0,3669
1103,0,3670
1104,0,3671
1105,0,3672
1106,0,3673
1107,0,3674
1108,0,3675
1109,0,3676
1110,0,3677
1111,0,3678
1112,0,3679
2120,0,3680
2121,0,3681
2124,0,3682
2126,0,3683
2128,0,3684
1118,0,3685
2130,0,3686
1120,0,3687
1121,0,3688
2131,0,3689
1123,0,3690
2132,0,3691
1126,0,3692
2134,0,3693
2136,0,3694
2138,0,3695
1132,0,3696
2141,0,3697
1134,0,3698
2142,0,3699
1136,0,3700
1137,0,3701
2144,0,3704
2147,0,3705
1140,0,3706
1141,0,3708
2151,0,3709
2154,0,3710
1144,0,3711
2155,0,3712
2156,0,3713
2158,0,3714
1148,0,3715
2159,0,3717
2160,0,3718
1151,0,3719
2162,0,3720
2165,0,3721
2166,0,3722
1155,0,3723
1156,0,3724
2167,0,3725
2169,0,3726
2172,0,3727
2174,0,3729
2177,0,3730
2181,0,3731
1163,0,3732
1164,0,3734
2182,0,3735
1166,0,3736
1167,0,3737
2183,0,3738
2184,0,3739
1170,0,3740
1171,0,3742
2186,0,3743
1173,0,3744
2187,0,3745
1175,0,3746
1176,0,3747
1177,0,3748
1178,0,3749
2190,0,3750
1180,0,3751
1181,0,3752
2191,0,3753
1183,0,3754
1184,0,3755
2193,0,3756
1186,0,3757
1187,0,3758
1188,0,3759
1189,0,3760
2197,0,3761
1191,0,3762
2199,0,3763
1193,0,3764
2201,0,3765
1196,0,3766
1197,0,3767
1198,0,3768
1199,0,3769
1200,0,3770
1201,0,3772
1202,0,3773
12466,0,29820
1205,0,3775
2202,0,3776
2204,0,3779
12467,0,29819
2206,0,3781
2207,0,3782
2209,0,3783
2211,0,3784
2215,0,3785
1214,0,3786
2216,0,3787
2217,0,3788
2218,0,3789
12004,0,29374
1219,0,3791
2226,0,3794
2239,0,3795
1223,0,3796
11995,0,29243
1225,0,3798
1226,0,3799
1227,0,3800
1228,0,3801
1229,0,3802
1230,0,3803
1231,0,3804
1232,0,3805
1233,0,3806
1234,0,3807
1236,0,3808
11950,0,29169
1238,0,3810
1239,0,3811
1240,0,3812
1241,0,3813
1243,0,3814
1244,0,3815
2242,0,3816
1804,0,3817
1248,0,3818
11667,125,23163
1250,0,3820
1251,0,3821
1252,0,3822
1253,0,3823
1254,0,3824
1255,0,3825
1256,0,3826
1257,0,3827
1258,0,3828
1259,0,3829
1260,0,3830
1261,0,3831
1262,0,3832
1263,0,3833
1264,0,3834
1265,0,3835
1266,0,3836
1267,0,3837
1268,0,3838
1269,0,3839
1270,0,3840
1271,0,3841
1272,0,3842
1273,0,3843
1274,0,3844
1275,0,3845
11990,0,29155
11942,0,29154
11941,0,29152
11940,0,29149
11939,0,29147
11938,0,29145
11937,0,28919
11900,0,27960
11897,0,27570
11882,0,27569
11868,0,27559
11770,0,29714
11769,0,29710
11768,0,29705
11767,0,29708
11766,0,29704
11765,0,29698
1293,0,3863
11764,0,29785
1295,0,3866
11763,0,29693
1297,0,3868
11762,0,29691
1299,0,3870
11761,0,29690
11760,0,29687
11759,0,29682
1303,0,3875
1304,0,3876
1305,0,3877
1306,0,3878
1307,0,3879
1308,0,3880
1309,0,3881
1310,0,3882
1311,0,3883
1312,0,3884
1313,0,3885
1314,0,3886
1315,0,3887
1316,0,3888
1317,0,3889
1318,0,3890
1319,0,3891
1320,0,3892
1321,0,3893
1322,0,3894
1323,0,3895
1324,0,3896
1325,0,3897
1326,0,3898
1327,0,3899
1328,0,3900
1329,0,3901
1330,0,3902
1331,0,3903
1332,0,3904
1333,0,3905
1334,0,3906
1335,0,3907
1336,0,3908
1337,0,3909
1338,0,3910
1339,0,3911
1340,0,3912
1341,0,3913
1342,0,3914
1343,0,3915
1344,0,3916
1345,0,3917
1346,0,3918
1347,0,3919
1348,0,3920
1349,0,3921
1350,0,3922
1351,0,3923
1352,0,3924
1353,0,3925
1354,0,3926
1355,0,3927
1356,0,3928
1357,0,3929
1358,0,3930
1359,0,3931
1360,0,3932
1361,0,3933
1362,0,3934
1363,0,3935
1364,0,3936
1365,0,3937
1366,0,3938
1367,0,3939
1368,0,3940
1369,0,3941
1370,0,3942
1371,0,3943
1372,0,3944
1373,0,3945
1374,0,3948
1375,0,3949
1376,0,3950
1377,0,3951
1378,0,3952
1379,0,3953
1380,0,3954
1381,0,3955
1382,0,3957
1383,0,3959
1384,0,3960
1385,0,3961
1386,0,3962
1387,0,3963
1388,0,3965
1389,0,3966
1390,0,3967
1391,0,3968
1392,0,3969
1393,0,3970
1394,0,3971
1395,0,3973
1396,0,3974
1397,0,3975
1398,0,3976
1399,0,3977
1400,0,3978
1401,0,3979
1402,0,3980
1403,0,3981
1404,0,3983
1405,0,3984
1406,0,3985
1407,0,3986
1408,0,3987
1409,0,3988
1410,0,3989
1411,0,3990
1412,0,3991
1413,0,3992
1414,0,3993
1415,0,3994
1416,0,3995
1417,0,3996
1418,0,3997
1419,0,3999
1420,0,4000
1421,0,4001
1422,0,4002
1423,0,4004
1424,0,4005
1425,0,4006
1426,0,4007
1427,0,4008
1428,0,4009
1429,0,4010
1430,0,4011
1431,0,4013
1432,0,4014
1433,0,4015
1434,0,4017
1435,0,4018
1436,0,4019
1437,0,4020
1438,0,4021
1439,0,4022
1440,0,4023
1441,0,4024
1442,0,4025
1443,0,4026
1444,0,4027
1445,0,4028
1446,0,4029
1447,0,4030
1448,0,4031
1449,0,4032
1450,0,4036
1451,0,4037
1452,0,4038
1453,0,4065
1454,0,4066
1455,0,4067
1456,0,4068
1457,0,4069
1458,0,4070
1459,0,4071
1460,0,4072
1461,0,4073
1462,0,4074
1463,0,4075
1464,0,4076
1465,0,4077
1466,0,4078
1467,0,4079
1468,0,4080
1469,0,4081
1470,0,4082
1471,0,4083
1472,0,4084
1473,0,4085
1474,0,4086
1475,0,4087
1476,0,4088
1477,0,4089
1478,0,4090
1479,0,4091
1480,0,4092
1481,0,4093
1482,0,4094
11693,125,25284
1484,0,4096
1485,0,4097
1486,0,4098
1487,0,4099
1488,0,4100
1489,0,4101
1490,0,4102
1491,0,4103
1492,0,4104
1493,0,4105
1494,0,4106
1495,0,4107
1496,0,4108
1497,0,4109
1498,0,4110
1499,0,4111
1500,0,4112
1501,0,4113
1502,0,4114
1503,0,4115
1504,0,4116
1505,0,4117
1506,0,4118
1507,0,4119
1508,0,4120
1509,0,4121
1510,0,4123
1511,0,4124
1512,0,4125
1513,0,4126
1514,0,4127
1515,0,4128
1516,0,4129
1517,0,4130
1518,0,4131
1519,0,4132
1520,0,4133
1521,0,4135
1808,0,4138
1810,0,4139
1524,0,4140
1812,0,4141
1813,0,4142
1527,0,4143
1814,0,4144
1529,0,4145
1530,0,4146
1815,0,4147
1532,0,4148
1817,0,4149
1534,0,4150
1819,0,4151
1820,0,4152
1537,0,4153
1538,0,4154
1822,0,4156
1823,0,4157
1541,0,4158
1824,0,4159
1543,0,4160
1544,0,4162
1827,0,4163
1546,0,4164
1828,0,4165
1548,0,4166
1549,0,4167
1829,0,4168
1830,0,4169
1552,0,4170
1553,0,4171
1554,0,4173
1555,0,4174
1556,0,4175
1557,0,4176
1558,0,4177
1559,0,4178
1560,0,4179
1561,0,4180
1562,0,4181
1563,0,4182
1564,0,4183
1565,0,4184
1566,0,4185
11757,0,29677
1568,0,4189
1569,0,4190
1570,0,4191
1571,0,4192
1572,0,4193
1573,0,4194
1589,0,4195
1575,0,4196
12061,216,15844
1577,0,4198
1578,0,4199
1579,0,4200
1580,0,4201
1581,0,4202
1582,0,4203
11668,0,17125
1584,0,4205
1585,0,4206
11666,125,23162
1587,0,4208
1588,0,4209
1590,0,4210
1591,0,4211
1592,0,4212
1834,0,4214
1835,0,4215
1595,0,4216
1836,0,4217
1597,0,4218
1598,0,4219
1837,0,4220
1838,0,4221
1839,0,4222
1847,0,4223
1848,0,4225
1850,0,4227
1851,0,4228
1852,0,4229
1854,0,4230
1608,0,4231
1855,0,4232
1856,0,4233
1611,0,4234
1857,0,4235
1613,0,4236
1858,0,4237
1859,0,4238
1860,0,4239
1617,0,4240
1861,0,4241
1619,0,4242
1863,0,4244
1864,0,4245
1867,0,4247
1871,0,4248
1874,0,4249
1880,0,4250
1626,0,4253
1627,0,4255
1628,0,4256
1629,0,4257
1630,0,4258
1631,0,4259
1632,0,4260
11756,0,29675
11755,0,29674
11754,0,29667
11753,0,29666
1637,0,4265
1638,0,4266
1639,0,4267
1640,0,4268
1641,0,4269
1642,0,4270
1643,0,4271
1644,0,4272
1645,0,4273
1646,0,4274
1647,0,4275
1648,0,4276
1649,0,4277
1650,0,4278
1651,0,4279
1652,0,4280
1653,0,4281
1654,0,4282
1655,0,4285
1696,0,4287
1659,0,4288
1697,0,4289
1661,0,4290
1698,0,4291
1663,0,4292
1699,0,4293
1700,0,4294
1702,0,4296
1703,0,4297
1704,0,4298
1669,0,4299
1705,0,4300
1708,0,4301
1709,0,4302
1710,0,4303
1711,0,4304
1676,0,4305
1713,0,4306
1715,0,4307
1679,0,4309
1718,0,4310
1719,0,4311
1682,0,4312
1683,0,4313
1720,0,4314
1685,0,4315
1686,0,4316
1722,0,4318
1723,0,4319
1689,0,4320
1724,0,4321
1691,0,4322
1692,0,4325
1727,0,4326
1701,0,4295
1717,0,4308
1721,0,4317
1725,0,4323
1726,0,4324
1754,0,2850
1789,0,4327
1790,0,4328
1793,0,4329
1795,0,4332
1807,0,4137
1821,0,4155
1826,0,4161
1832,0,4172
1833,0,4213
1849,0,4226
1862,0,4243
1891,0,2751
1910,0,2860
1947,0,2969
1953,0,2984
1976,0,3286
1978,0,3288
2010,0,3329
2022,0,3345
2037,0,3353
2041,0,3356
2046,0,3364
2088,0,3598
2143,0,3703
2149,0,3707
2173,0,3728
2225,0,3792
2245,0,4334
2246,0,4335
2247,0,4336
2248,0,4337
2249,0,4338
2250,0,4340
2251,0,4341
2252,0,4342
2253,0,4343
2254,0,4344
2255,0,4345
2256,0,4347
2257,0,4348
2258,0,4349
2259,0,4350
2260,0,4351
2261,0,4352
2262,0,4353
2263,0,4354
2264,0,4355
2265,0,4356
2266,0,4357
2267,0,4358
2268,0,4359
2269,0,4360
2270,0,4361
2271,0,4362
2272,0,4363
2273,0,4364
2274,0,4365
2275,0,4366
2276,0,4367
2277,0,4368
2278,0,4370
2279,0,4371
2280,0,4373
2282,0,4374
2283,0,4375
2284,0,4376
2285,0,4377
2286,0,4378
2287,0,4379
2288,0,4380
2289,0,4382
2290,0,4383
2291,0,4384
2292,0,4385
2294,0,4386
2295,0,4387
2296,0,4388
2297,0,4389
2298,0,4390
2300,0,4391
2301,0,4392
2302,0,4393
2303,0,4394
2304,0,4395
2490,0,4396
2306,0,4397
2307,0,4398
2308,0,4399
2309,0,4400
2310,0,4401
2311,0,4402
2312,0,4403
2313,0,4404
2314,0,4405
2315,0,4406
2316,0,4407
2317,0,4408
2318,0,4409
2319,0,4411
2320,0,4412
2321,0,4413
2322,0,4414
2323,0,4415
2324,0,4416
2325,0,4417
2326,0,4418
2327,0,4419
2328,0,4420
2329,0,4421
2330,0,4422
2331,0,4423
2332,0,4424
2333,0,4425
2334,0,4426
2335,0,4428
2336,0,4429
2337,0,4430
2338,0,4431
2339,0,4432
2340,0,4433
2341,0,4434
2342,0,4435
2343,0,4436
2344,0,4437
2345,0,4438
2346,0,4439
2347,0,4440
2348,0,4441
2349,0,4442
2350,0,4443
2351,0,4444
2352,0,4445
2353,0,4446
2354,0,4447
2355,0,4448
2356,0,4449
2357,0,4450
2358,0,4451
2359,0,4452
2360,0,4453
2361,0,4454
2362,0,4455
2363,0,4456
2364,0,4457
2365,0,4458
2366,0,4459
2367,0,4460
2368,0,4461
2369,0,4462
2370,0,4463
2371,0,4464
2372,0,4465
2373,0,4466
2374,0,4467
2375,0,4468
2376,0,4469
2377,0,4470
2378,0,4471
2379,0,4472
2380,0,4473
2381,0,4474
2382,0,4475
2383,0,4476
2384,0,4477
2385,0,4478
2386,0,4479
2387,0,4480
2388,0,4481
2389,0,4482
2390,0,4483
2391,0,4484
2392,0,4485
2393,0,4486
2394,0,4487
2395,0,4488
2396,0,4489
2397,0,4490
2398,0,4491
2399,0,4492
2400,0,4493
2401,0,4494
2402,0,4495
2403,0,4496
2408,0,4497
2406,0,4498
2409,0,4499
2410,0,4500
2411,0,4501
2412,0,4502
2413,0,4503
2414,0,4504
2415,0,4505
2416,0,4506
2417,0,4507
2418,0,4508
2419,0,4509
2420,0,4510
2421,0,4511
2422,0,4512
2423,0,4513
2424,0,4514
2425,0,4515
2426,0,4516
2427,0,4517
